Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-485,Verify Screen Reader - Refresh Text Area is displayed with maximum characters,Test Case,Low,To Do,3,Web App,"Screen Reader,Positive,Regression",Unassigned,QA Team,"Verify Screen Reader - Refresh Text Area is displayed with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Refresh Text Area field
3. Fill in Text Area with test data
4. Click Cancel button
5. Verify is displayed

**Expected Result:** Text Area is displayed","1. Navigate to app.vwo.com
2. Refresh Text Area field
3. Fill in Text Area with test data
4. Click Cancel button
5. Verify is displayed",Text Area is displayed,Positive,Valid
TC-486,Verify Session Management - Validate Phone Number contains with maximum characters,Test Case,High,To Do,4,Web App,"Session Management,Compatibility,Regression",QA Team,QA Team,"Verify Session Management - Validate Phone Number contains with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Phone Number field
3. Leave Phone Number with test data
4. Submit Register button
5. Verify contains

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Validate Phone Number field
3. Leave Phone Number with test data
4. Submit Register button
5. Verify contains",User is redirected to dashboard,Compatibility,Null
TC-487,Verify Form Validation - Click Verification Code is greater than with empty data,Test Case,Low,To Do,4,Web App,"Form Validation,Compatibility,Regression",Unassigned,QA Team,"Verify Form Validation - Click Verification Code is greater than with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Verification Code field
3. Leave Verification Code with test data
4. Select Save button
5. Verify is greater than

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Click Verification Code field
3. Leave Verification Code with test data
4. Select Save button
5. Verify is greater than",Success message is displayed,Compatibility,Null
TC-488,Verify Logout - Minimize Confirm Password is collapsed with browser close,Test Case,Low,To Do,8,Web App,"Logout,Equivalence Partitioning,Regression",Unassigned,QA Team,"Verify Logout - Minimize Confirm Password is collapsed with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Confirm Password field
3. Clear Confirm Password with test data
4. Select Save button
5. Verify is collapsed

**Expected Result:** Error message 'Invalid credentials' is displayed","1. Navigate to app.vwo.com
2. Minimize Confirm Password field
3. Clear Confirm Password with test data
4. Select Save button
5. Verify is collapsed",Error message 'Invalid credentials' is displayed,Equivalence Partitioning,Null
TC-489,Verify Mobile View - Download Confirm Password is required with maximum characters,Test Case,Medium,To Do,8,Web App,"Mobile View,Regression,Regression",Unassigned,QA Team,"Verify Mobile View - Download Confirm Password is required with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Confirm Password field
3. Leave Confirm Password with test data
4. Submit Register button
5. Verify is required

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Download Confirm Password field
3. Leave Confirm Password with test data
4. Submit Register button
5. Verify is required",User is redirected to dashboard,Regression,Invalid
TC-490,Verify Warning Messages - Maximize Email is within range with trailing spaces,Test Case,High,To Do,4,Web App,"Warning Messages,Positive,Regression",Unassigned,QA Team,"Verify Warning Messages - Maximize Email is within range with trailing spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Email field
3. Clear Email with test data
4. Click Cancel button
5. Verify is within range

**Expected Result:** Email is within range","1. Navigate to app.vwo.com
2. Maximize Email field
3. Clear Email with test data
4. Click Cancel button
5. Verify is within range",Email is within range,Positive,Null
TC-491,Verify ARIA Labels - Minimize Answer is required with special characters,Test Case,Medium,To Do,6,Web App,"ARIA Labels,Usability,Regression",Unassigned,QA Team,"Verify ARIA Labels - Minimize Answer is required with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Answer field
3. Clear Answer with test data
4. Submit Submit button
5. Verify is required

**Expected Result:** Answer is required","1. Navigate to app.vwo.com
2. Minimize Answer field
3. Clear Answer with test data
4. Submit Submit button
5. Verify is required",Answer is required,Usability,Null
TC-492,Verify Security - Maximize Radio Button is not selected with SQL injection,Test Case,Medium,To Do,2,Web App,"Security,Functional,Regression",QA Team,QA Team,"Verify Security - Maximize Radio Button is not selected with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Radio Button field
3. Clear Radio Button with test data
4. Submit Submit button
5. Verify is not selected

**Expected Result:** Radio Button is not selected","1. Navigate to app.vwo.com
2. Maximize Radio Button field
3. Clear Radio Button with test data
4. Submit Submit button
5. Verify is not selected",Radio Button is not selected,Functional,Invalid
TC-493,Verify Email Verification - Clear Answer is collapsed with slow connection,Test Case,Medium,To Do,6,Web App,"Email Verification,Positive,Regression",Automation Team,QA Team,"Verify Email Verification - Clear Answer is collapsed with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Answer field
3. Clear Answer with test data
4. Select Register button
5. Verify is collapsed

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Clear Answer field
3. Clear Answer with test data
4. Select Register button
5. Verify is collapsed",Success message is displayed,Positive,Valid
TC-494,Verify Session Management - Maximize Username is hidden with XSS,Test Case,Low,To Do,5,Web App,"Session Management,Usability,Regression",Unassigned,QA Team,"Verify Session Management - Maximize Username is hidden with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Username field
3. Clear Username with test data
4. Click Submit button
5. Verify is hidden

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Maximize Username field
3. Clear Username with test data
4. Click Submit button
5. Verify is hidden",Error message 'Page not found' is displayed,Usability,Valid
TC-495,Verify Warning Messages - Enter Text Area is within range with browser back button,Test Case,Medium,To Do,2,Web App,"Warning Messages,Exploratory,Regression",QA Team,QA Team,"Verify Warning Messages - Enter Text Area is within range with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Text Area field
3. Leave Text Area with test data
4. Click Next button
5. Verify is within range

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Enter Text Area field
3. Leave Text Area with test data
4. Click Next button
5. Verify is within range",Data is saved successfully,Exploratory,Boundary
TC-496,Verify Performance - Focus Phone Number is collapsed with multiple tabs,Test Case,Medium,To Do,3,Web App,"Performance,Negative,Regression",Automation Team,QA Team,"Verify Performance - Focus Phone Number is collapsed with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Phone Number field
3. Fill in Phone Number with test data
4. Click Submit button
5. Verify is collapsed

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Focus Phone Number field
3. Fill in Phone Number with test data
4. Click Submit button
5. Verify is collapsed",Validation error is shown,Negative,Null
TC-497,Verify Local Storage - Focus Captcha is less than with expired session,Test Case,Medium,To Do,5,Web App,"Local Storage,Exploratory,Regression",Automation Team,QA Team,"Verify Local Storage - Focus Captcha is less than with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Captcha field
3. Fill in Captcha with test data
4. Submit Save button
5. Verify is less than

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Focus Captcha field
3. Fill in Captcha with test data
4. Submit Save button
5. Verify is less than",Success message is displayed,Exploratory,Boundary
TC-498,Verify Warning Messages - Blur Phone Number is expanded with leading spaces,Test Case,Medium,To Do,3,Web App,"Warning Messages,Regression,Regression",Automation Team,QA Team,"Verify Warning Messages - Blur Phone Number is expanded with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Phone Number field
3. Fill in Phone Number with test data
4. Click Save button
5. Verify is expanded

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Blur Phone Number field
3. Fill in Phone Number with test data
4. Click Save button
5. Verify is expanded",Validation error is shown,Regression,Invalid
TC-499,Verify Responsive Design - Click Radio Button is expanded with page refresh,Test Case,High,To Do,2,Web App,"Responsive Design,Compatibility,Regression",Automation Team,QA Team,"Verify Responsive Design - Click Radio Button is expanded with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Radio Button field
3. Fill in Radio Button with test data
4. Click Cancel button
5. Verify is expanded

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Click Radio Button field
3. Fill in Radio Button with test data
4. Click Cancel button
5. Verify is expanded",Validation error is shown,Compatibility,Boundary
TC-500,Verify Tablet View - Download Search Box is valid with browser close,Test Case,Low,To Do,5,Web App,"Tablet View,Positive,Regression",QA Team,QA Team,"Verify Tablet View - Download Search Box is valid with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download Search Box field
3. Leave Search Box with test data
4. Submit Save button
5. Verify is valid

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Download Search Box field
3. Leave Search Box with test data
4. Submit Save button
5. Verify is valid",Validation error is shown,Positive,Valid
TC-501,Verify Performance - Validate Zip Code matches with slow connection,Test Case,Low,To Do,3,Web App,"Performance,State Transition,Regression",QA Team,QA Team,"Verify Performance - Validate Zip Code matches with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Zip Code field
3. Fill in Zip Code with test data
4. Select Login button
5. Verify matches

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Validate Zip Code field
3. Fill in Zip Code with test data
4. Select Login button
5. Verify matches",Data is saved successfully,State Transition,Boundary
TC-502,Verify Dashboard - Clear Last Name is less than with leading spaces,Test Case,Low,To Do,6,Web App,"Dashboard,UI,Regression",Unassigned,QA Team,"Verify Dashboard - Clear Last Name is less than with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Last Name field
3. Fill in Last Name with test data
4. Click Save button
5. Verify is less than

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Clear Last Name field
3. Fill in Last Name with test data
4. Click Save button
5. Verify is less than",Success message is displayed,UI,Null
TC-503,Verify Chrome - Click Country contains with minimum characters,Test Case,Low,To Do,8,Web App,"Chrome,Use Case,Regression",Unassigned,QA Team,"Verify Chrome - Click Country contains with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Country field
3. Fill in Country with test data
4. Submit Cancel button
5. Verify contains

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Click Country field
3. Fill in Country with test data
4. Submit Cancel button
5. Verify contains",Validation error is shown,Use Case,Null
TC-504,Verify Local Storage - Submit Dropdown is checked with duplicate data,Test Case,Medium,To Do,6,Web App,"Local Storage,UI,Regression",Unassigned,QA Team,"Verify Local Storage - Submit Dropdown is checked with duplicate data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Submit Dropdown field
3. Clear Dropdown with test data
4. Submit Login button
5. Verify is checked

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Submit Dropdown field
3. Clear Dropdown with test data
4. Submit Login button
5. Verify is checked",User is redirected to dashboard,UI,Boundary
TC-505,Verify Security - Scroll Zip Code does not contain with maximum characters,Test Case,Medium,To Do,2,Web App,"Security,Exploratory,Regression",QA Team,QA Team,"Verify Security - Scroll Zip Code does not contain with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Scroll Zip Code field
3. Fill in Zip Code with test data
4. Click Submit button
5. Verify does not contain

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Scroll Zip Code field
3. Fill in Zip Code with test data
4. Click Submit button
5. Verify does not contain",Data is saved successfully,Exploratory,Invalid
TC-506,Verify Logout - Enter Email is checked with leading spaces,Test Case,High,To Do,1,Web App,"Logout,State Transition,Regression",QA Team,QA Team,"Verify Logout - Enter Email is checked with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Email field
3. Clear Email with test data
4. Click Next button
5. Verify is checked

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Enter Email field
3. Clear Email with test data
4. Click Next button
5. Verify is checked",Data is saved successfully,State Transition,Invalid
TC-507,Verify Edge - Drag Checkbox is unchecked with leading spaces,Test Case,Medium,To Do,8,Web App,"Edge,Positive,Regression",QA Team,QA Team,"Verify Edge - Drag Checkbox is unchecked with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Checkbox field
3. Leave Checkbox with test data
4. Submit Save button
5. Verify is unchecked

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Drag Checkbox field
3. Leave Checkbox with test data
4. Submit Save button
5. Verify is unchecked",Validation error is shown,Positive,Boundary
TC-508,Verify Security - Select Company Name is selected with invalid data,Test Case,Low,To Do,5,Web App,"Security,Use Case,Regression",QA Team,QA Team,"Verify Security - Select Company Name is selected with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select Company Name field
3. Leave Company Name with test data
4. Click Register button
5. Verify is selected

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Select Company Name field
3. Leave Company Name with test data
4. Click Register button
5. Verify is selected",Validation error is shown,Use Case,Valid
TC-509,Verify Screen Reader - Drag Captcha is less than with concurrent requests,Test Case,Low,To Do,7,Web App,"Screen Reader,Functional,Regression",QA Team,QA Team,"Verify Screen Reader - Drag Captcha is less than with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Captcha field
3. Leave Captcha with test data
4. Select Register button
5. Verify is less than

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Drag Captcha field
3. Leave Captcha with test data
4. Select Register button
5. Verify is less than",Success message is displayed,Functional,Boundary
TC-510,Verify Chrome - Drop Phone Number contains with duplicate data,Test Case,Low,To Do,1,Web App,"Chrome,Regression,Regression",Automation Team,QA Team,"Verify Chrome - Drop Phone Number contains with duplicate data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Phone Number field
3. Fill in Phone Number with test data
4. Click Next button
5. Verify contains

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Drop Phone Number field
3. Fill in Phone Number with test data
4. Click Next button
5. Verify contains",Data is saved successfully,Regression,Boundary
TC-511,Verify Error Messages - Validate Checkbox does not contain with minimum characters,Test Case,Medium,To Do,2,Web App,"Error Messages,UI,Regression",Unassigned,QA Team,"Verify Error Messages - Validate Checkbox does not contain with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Checkbox field
3. Leave Checkbox with test data
4. Select Login button
5. Verify does not contain

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Validate Checkbox field
3. Leave Checkbox with test data
4. Select Login button
5. Verify does not contain",Success message is displayed,UI,Valid
TC-512,Verify Mobile View - Focus Last Name matches with invalid data,Test Case,High,To Do,4,Web App,"Mobile View,State Transition,Regression",Unassigned,QA Team,"Verify Mobile View - Focus Last Name matches with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Last Name field
3. Clear Last Name with test data
4. Select Login button
5. Verify matches

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Focus Last Name field
3. Clear Last Name with test data
4. Select Login button
5. Verify matches",Data is saved successfully,State Transition,Valid
TC-513,Verify Responsive Design - Minimize Address matches with invalid data,Test Case,Medium,To Do,7,Web App,"Responsive Design,Exploratory,Regression",Unassigned,QA Team,"Verify Responsive Design - Minimize Address matches with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Address field
3. Leave Address with test data
4. Click Register button
5. Verify matches

**Expected Result:** Error message 'Permission denied' is displayed","1. Navigate to app.vwo.com
2. Minimize Address field
3. Leave Address with test data
4. Click Register button
5. Verify matches",Error message 'Permission denied' is displayed,Exploratory,Boundary
TC-514,Verify Firefox - Navigate Radio Button is valid with SQL injection,Test Case,Low,To Do,3,Web App,"Firefox,Smoke,Regression",Unassigned,QA Team,"Verify Firefox - Navigate Radio Button is valid with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Radio Button field
3. Fill in Radio Button with test data
4. Click Submit button
5. Verify is valid

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Navigate Radio Button field
3. Fill in Radio Button with test data
4. Click Submit button
5. Verify is valid",Success message is displayed,Smoke,Valid
TC-515,Verify Network Requests - Enter Checkbox is outside range with leading spaces,Test Case,Medium,To Do,3,Web App,"Network Requests,Regression,Regression",QA Team,QA Team,"Verify Network Requests - Enter Checkbox is outside range with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Checkbox field
3. Fill in Checkbox with test data
4. Click Register button
5. Verify is outside range

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Enter Checkbox field
3. Fill in Checkbox with test data
4. Click Register button
5. Verify is outside range",User is redirected to dashboard,Regression,Valid
TC-516,Verify Forgot Password - Validate Username is required with concurrent requests,Test Case,Low,To Do,7,Web App,"Forgot Password,Positive,Regression",Unassigned,QA Team,"Verify Forgot Password - Validate Username is required with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Validate Username field
3. Clear Username with test data
4. Submit Submit button
5. Verify is required

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Validate Username field
3. Clear Username with test data
4. Submit Submit button
5. Verify is required",Error message 'Page not found' is displayed,Positive,Null
TC-517,Verify Page Load Time - Delete Country contains with minimum characters,Test Case,High,To Do,7,Web App,"Page Load Time,State Transition,Regression",Automation Team,QA Team,"Verify Page Load Time - Delete Country contains with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete Country field
3. Fill in Country with test data
4. Select Login button
5. Verify contains

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Delete Country field
3. Fill in Country with test data
4. Select Login button
5. Verify contains",Error message 'Page not found' is displayed,State Transition,Invalid
TC-518,Verify Dashboard - Maximize Answer is not selected with slow connection,Test Case,High,To Do,6,Web App,"Dashboard,Usability,Regression",QA Team,QA Team,"Verify Dashboard - Maximize Answer is not selected with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Maximize Answer field
3. Fill in Answer with test data
4. Select Login button
5. Verify is not selected

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Maximize Answer field
3. Fill in Answer with test data
4. Select Login button
5. Verify is not selected",Data is saved successfully,Usability,Null
TC-519,Verify Chrome - Drop Confirm Password is less than with XSS,Test Case,Medium,To Do,7,Web App,"Chrome,Decision Table,Regression",Unassigned,QA Team,"Verify Chrome - Drop Confirm Password is less than with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Confirm Password field
3. Leave Confirm Password with test data
4. Submit Login button
5. Verify is less than

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Drop Confirm Password field
3. Leave Confirm Password with test data
4. Submit Login button
5. Verify is less than",Validation error is shown,Decision Table,Boundary
TC-520,Verify Links - Verify Username is optional with multiple tabs,Test Case,Low,To Do,8,Web App,"Links,Boundary,Regression",Unassigned,QA Team,"Verify Links - Verify Username is optional with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Username field
3. Clear Username with test data
4. Select Submit button
5. Verify is optional

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Verify Username field
3. Clear Username with test data
4. Select Submit button
5. Verify is optional",User is redirected to dashboard,Boundary,Null
TC-521,Verify Links - Drag City is unchecked with empty data,Test Case,High,To Do,8,Web App,"Links,Use Case,Regression",Automation Team,QA Team,"Verify Links - Drag City is unchecked with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag City field
3. Fill in City with test data
4. Select Register button
5. Verify is unchecked

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Drag City field
3. Fill in City with test data
4. Select Register button
5. Verify is unchecked",Validation error is shown,Use Case,Invalid
TC-522,Verify Local Storage - Upload Radio Button is unchecked with empty data,Test Case,Low,To Do,2,Web App,"Local Storage,Negative,Regression",QA Team,QA Team,"Verify Local Storage - Upload Radio Button is unchecked with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Radio Button field
3. Leave Radio Button with test data
4. Click Next button
5. Verify is unchecked

**Expected Result:** Radio Button is unchecked","1. Navigate to app.vwo.com
2. Upload Radio Button field
3. Leave Radio Button with test data
4. Click Next button
5. Verify is unchecked",Radio Button is unchecked,Negative,Null
TC-523,Verify Warning Messages - Clear File Upload is required with valid data,Test Case,Medium,To Do,6,Web App,"Warning Messages,Exploratory,Regression",Automation Team,QA Team,"Verify Warning Messages - Clear File Upload is required with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear File Upload field
3. Fill in File Upload with test data
4. Click Cancel button
5. Verify is required

**Expected Result:** File Upload is required","1. Navigate to app.vwo.com
2. Clear File Upload field
3. Fill in File Upload with test data
4. Click Cancel button
5. Verify is required",File Upload is required,Exploratory,Valid
TC-524,Verify Login - Upload File Upload is invalid with browser close,Test Case,Medium,To Do,3,Web App,"Login,Use Case,Regression",Automation Team,QA Team,"Verify Login - Upload File Upload is invalid with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload File Upload field
3. Leave File Upload with test data
4. Select Register button
5. Verify is invalid

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Upload File Upload field
3. Leave File Upload with test data
4. Select Register button
5. Verify is invalid",Success message is displayed,Use Case,Boundary
TC-525,Verify Mobile View - Drag File Upload is greater than with browser close,Test Case,Low,To Do,8,Web App,"Mobile View,Security,Regression",Automation Team,QA Team,"Verify Mobile View - Drag File Upload is greater than with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag File Upload field
3. Fill in File Upload with test data
4. Select Save button
5. Verify is greater than

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Drag File Upload field
3. Fill in File Upload with test data
4. Select Save button
5. Verify is greater than",User is redirected to dashboard,Security,Null
TC-526,Verify Logout - Hover Phone Number equals with SQL injection,Test Case,Low,To Do,4,Web App,"Logout,Boundary,Regression",Unassigned,QA Team,"Verify Logout - Hover Phone Number equals with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Hover Phone Number field
3. Fill in Phone Number with test data
4. Submit Cancel button
5. Verify equals

**Expected Result:** Error message 'Try again later' is displayed","1. Navigate to app.vwo.com
2. Hover Phone Number field
3. Fill in Phone Number with test data
4. Submit Cancel button
5. Verify equals",Error message 'Try again later' is displayed,Boundary,Boundary
TC-527,Verify Email Verification - Drop Verification Code is expanded with invalid data,Test Case,High,To Do,2,Web App,"Email Verification,Smoke,Regression",QA Team,QA Team,"Verify Email Verification - Drop Verification Code is expanded with invalid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Verification Code field
3. Leave Verification Code with test data
4. Click Submit button
5. Verify is expanded

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Drop Verification Code field
3. Leave Verification Code with test data
4. Click Submit button
5. Verify is expanded",Success message is displayed,Smoke,Boundary
TC-528,Verify Keyboard Navigation - Edit Date of Birth does not contain with empty data,Test Case,High,To Do,2,Web App,"Keyboard Navigation,UI,Regression",QA Team,QA Team,"Verify Keyboard Navigation - Edit Date of Birth does not contain with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Edit Date of Birth field
3. Leave Date of Birth with test data
4. Submit Next button
5. Verify does not contain

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Edit Date of Birth field
3. Leave Date of Birth with test data
4. Submit Next button
5. Verify does not contain",Data is saved successfully,UI,Invalid
TC-529,Verify Forgot Password - Drop Verification Code is less than with maximum characters,Test Case,High,To Do,3,Web App,"Forgot Password,Negative,Regression",QA Team,QA Team,"Verify Forgot Password - Drop Verification Code is less than with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drop Verification Code field
3. Clear Verification Code with test data
4. Submit Login button
5. Verify is less than

**Expected Result:** Error message 'Invalid URL' is displayed","1. Navigate to app.vwo.com
2. Drop Verification Code field
3. Clear Verification Code with test data
4. Submit Login button
5. Verify is less than",Error message 'Invalid URL' is displayed,Negative,Invalid
TC-530,Verify Edge - Navigate First Name is displayed with concurrent requests,Test Case,Low,To Do,6,Web App,"Edge,Compatibility,Regression",Unassigned,QA Team,"Verify Edge - Navigate First Name is displayed with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate First Name field
3. Leave First Name with test data
4. Click Submit button
5. Verify is displayed

**Expected Result:** First Name is displayed","1. Navigate to app.vwo.com
2. Navigate First Name field
3. Leave First Name with test data
4. Click Submit button
5. Verify is displayed",First Name is displayed,Compatibility,Invalid
TC-531,Verify User Profile - Drag State does not contain with browser close,Test Case,High,To Do,8,Web App,"User Profile,Equivalence Partitioning,Regression",Unassigned,QA Team,"Verify User Profile - Drag State does not contain with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag State field
3. Clear State with test data
4. Submit Save button
5. Verify does not contain

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Drag State field
3. Clear State with test data
4. Submit Save button
5. Verify does not contain",Validation error is shown,Equivalence Partitioning,Valid
TC-532,Verify Access Control - Navigate Captcha matches with SQL injection,Test Case,Low,To Do,4,Web App,"Access Control,Smoke,Regression",Unassigned,QA Team,"Verify Access Control - Navigate Captcha matches with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Captcha field
3. Fill in Captcha with test data
4. Select Next button
5. Verify matches

**Expected Result:** Error message 'Invalid email format' is displayed","1. Navigate to app.vwo.com
2. Navigate Captcha field
3. Fill in Captcha with test data
4. Select Next button
5. Verify matches",Error message 'Invalid email format' is displayed,Smoke,Null
TC-533,Verify Authentication - Select File Upload is checked with SQL injection,Test Case,Low,To Do,7,Web App,"Authentication,Use Case,Regression",Unassigned,QA Team,"Verify Authentication - Select File Upload is checked with SQL injection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select File Upload field
3. Fill in File Upload with test data
4. Submit Cancel button
5. Verify is checked

**Expected Result:** Error message 'Invalid credentials' is displayed","1. Navigate to app.vwo.com
2. Select File Upload field
3. Fill in File Upload with test data
4. Submit Cancel button
5. Verify is checked",Error message 'Invalid credentials' is displayed,Use Case,Boundary
